Timestamp,Sign,MBTI,House,Enneagram,Do you know your wing?,Wing,accuracy.astro,accuracy.mbti,accuracy.house,accuracy.enneagram
3/30/2019 0:28,Taurus,INTJ,Slytherin,Type 3 (the Performer or Achiever),Yes! (you'll be taken to an additional section),3w4 (the Professional),1,3,4,5
3/30/2019 0:31,Taurus,ENFP,Gryffindor,Type 7 (the Enthusiast or Epicure),Nope (that's fine),,5,5,4,4
3/30/2019 0:43,Cancer,INFJ,Ravenclaw,Type 2 (the Helper or Giver),Nope (that's fine),,1,5,3,3
3/30/2019 0:54,Pisces,ISFJ,Hufflepuff,Type 9 (the Peacemaker or Mediator),Yes! (you'll be taken to an additional section),9w1 (the Dreamer),2,3,2,5
3/30/2019 1:02,Taurus,ISTJ,Hufflepuff,Type 9 (the Peacemaker or Mediator),Yes! (you'll be taken to an additional section),9w1 (the Dreamer),3,5,3,2
3/30/2019 1:07,Gemini,INFJ,Slytherin,Type 4 (the Individualist or Romantic),Yes! (you'll be taken to an additional section),4w5 (the Bohemian),1,4,3,4
3/30/2019 1:09,Aquarius,INTP,Hufflepuff,Type 9 (the Peacemaker or Mediator),Yes! (you'll be taken to an additional section),9w8 (the Referee),1,3,5,5
3/30/2019 1:16,Taurus,INTP,Ravenclaw,Type 2 (the Helper or Giver),Yes! (you'll be taken to an additional section),2w3 (the Host / Hostess),1,4,5,4
3/30/2019 1:48,Taurus,ENFP,Gryffindor,Type 7 (the Enthusiast or Epicure),Yes! (you'll be taken to an additional section),7w6 (the Entertainer),1,4,4,4
3/30/2019 1:59,Capricorn,INTJ,Ravenclaw,Type 9 (the Peacemaker or Mediator),Nope (that's fine),,1,4,4,3
3/30/2019 2:06,Aquarius,ESFJ,Hufflepuff,Type 9 (the Peacemaker or Mediator),Yes! (you'll be taken to an additional section),9w8 (the Referee),1,3,5,5
3/30/2019 2:06,Aquarius,ENTJ,Gryffindor,Type 7 (the Enthusiast or Epicure),Nope (that's fine),,1,3,1,2
3/30/2019 2:11,Sagittarius,ISFJ,Ravenclaw,Type 3 (the Performer or Achiever),Nope (that's fine),,2,4,4,3
3/30/2019 2:21,Scorpio,INFJ,Hufflepuff,Type 5 (the Investigator or Observer),Yes! (you'll be taken to an additional section),5w4 (the Iconoclast),2,4,2,4
3/30/2019 2:22,Pisces,INFP,Gryffindor,Type 4 (the Individualist or Romantic),Yes! (you'll be taken to an additional section),4w5 (the Bohemian),3,4,2,4
3/30/2019 2:25,Gemini,INTJ,Gryffindor,Type 6 (the Loyalist or Loyal Skeptic),Yes! (you'll be taken to an additional section),6w5 (the Defender),2,3,4,5
3/30/2019 2:27,Leo,ENFJ,Gryffindor,Type 8 (the Protector or Challenger),Yes! (you'll be taken to an additional section),8w9 (the Bear),3,2,4,5
3/30/2019 2:45,Aries,ISFP,Ravenclaw,Type 9 (the Peacemaker or Mediator),Nope (that's fine),,1,3,2,2
3/30/2019 2:52,Taurus,ENFJ,Ravenclaw,Type 2 (the Helper or Giver),Yes! (you'll be taken to an additional section),2w3 (the Host / Hostess),2,3,4,5
3/30/2019 2:54,Virgo,ENFP,Gryffindor,Type 4 (the Individualist or Romantic),Yes! (you'll be taken to an additional section),4w3 (the Aristocrat),1,4,2,5
3/30/2019 2:55,Pisces,INFJ,Hufflepuff,Type 9 (the Peacemaker or Mediator),Nope (that's fine),,2,4,4,4
3/30/2019 3:02,Scorpio,INFP,Gryffindor,Type 4 (the Individualist or Romantic),Yes! (you'll be taken to an additional section),4w3 (the Aristocrat),5,3,5,5
3/30/2019 3:04,Virgo,INFP,Gryffindor,Type 9 (the Peacemaker or Mediator),Yes! (you'll be taken to an additional section),9w8 (the Referee),2,5,3,4
3/30/2019 3:05,Leo,ENTP,Gryffindor,Type 6 (the Loyalist or Loyal Skeptic),Yes! (you'll be taken to an additional section),6w5 (the Defender),2,1,3,5
3/30/2019 3:39,Libra,INTJ,Ravenclaw,Type 5 (the Investigator or Observer),Yes! (you'll be taken to an additional section),5w6 (the Problem-Solver),3,5,1,4
3/30/2019 3:44,Scorpio,ENFJ,Ravenclaw,Type 4 (the Individualist or Romantic),Yes! (you'll be taken to an additional section),4w3 (the Aristocrat),4,4,5,5
3/30/2019 3:45,Scorpio,INFJ,Gryffindor,Type 2 (the Helper or Giver),Yes! (you'll be taken to an additional section),2w1 (the Servant),2,5,3,4
3/30/2019 3:47,Virgo,INFP,Hufflepuff,Type 5 (the Investigator or Observer),Yes! (you'll be taken to an additional section),5w4 (the Iconoclast),2,4,4,3
3/30/2019 3:59,Taurus,INTJ,Slytherin,Type 8 (the Protector or Challenger),Yes! (you'll be taken to an additional section),8w7 (the Independent),5,4,3,5
3/30/2019 4:03,Virgo,INTJ,Ravenclaw,Type 4 (the Individualist or Romantic),Yes! (you'll be taken to an additional section),4w5 (the Bohemian),4,4,2,4
3/30/2019 4:08,Scorpio,INFJ,Ravenclaw,Type 9 (the Peacemaker or Mediator),Nope (that's fine),,1,4,5,4
3/30/2019 4:29,Leo,ENTJ,Hufflepuff,Type 3 (the Performer or Achiever),Yes! (you'll be taken to an additional section),3w2 (the Charmer),1,4,5,5
3/30/2019 5:11,Pisces,ENFP,Hufflepuff,Type 2 (the Helper or Giver),Yes! (you'll be taken to an additional section),2w3 (the Host / Hostess),4,4,5,5
3/30/2019 5:13,Libra,INFJ,Hufflepuff,Type 6 (the Loyalist or Loyal Skeptic),Nope (that's fine),,1,5,4,4
3/30/2019 5:17,Virgo,INFJ,Hufflepuff,Type 9 (the Peacemaker or Mediator),Yes! (you'll be taken to an additional section),9w1 (the Dreamer),3,5,4,5
3/30/2019 5:24,Pisces,INTP,Ravenclaw,Type 3 (the Performer or Achiever),Nope (that's fine),,1,3,3,3
3/30/2019 5:27,Libra,INFP,Ravenclaw,Type 9 (the Peacemaker or Mediator),Yes! (you'll be taken to an additional section),9w1 (the Dreamer),1,4,4,5
3/30/2019 5:54,Virgo,INFJ,Hufflepuff,Type 9 (the Peacemaker or Mediator),Nope (that's fine),,2,3,4,4
3/30/2019 5:59,Sagittarius,INFJ,Ravenclaw,Type 3 (the Performer or Achiever),Yes! (you'll be taken to an additional section),3w4 (the Professional),3,5,4,5
3/30/2019 6:02,Leo,INFP,Ravenclaw,Type 4 (the Individualist or Romantic),Yes! (you'll be taken to an additional section),4w3 (the Aristocrat),2,3,3,4
3/30/2019 6:03,Virgo,ISFJ,Hufflepuff,Type 2 (the Helper or Giver),Yes! (you'll be taken to an additional section),2w3 (the Host / Hostess),2,4,2,5
3/30/2019 6:03,Gemini,INFJ,Ravenclaw,Type 6 (the Loyalist or Loyal Skeptic),Yes! (you'll be taken to an additional section),6w5 (the Defender),2,4,3,4
3/30/2019 6:09,Capricorn,INFJ,Hufflepuff,Type 4 (the Individualist or Romantic),Yes! (you'll be taken to an additional section),4w5 (the Bohemian),1,4,3,4
3/30/2019 6:18,Taurus,INFJ,Hufflepuff,Type 5 (the Investigator or Observer),Nope (that's fine),,1,4,3,4
3/30/2019 6:25,Sagittarius,ENFP,Ravenclaw,Type 4 (the Individualist or Romantic),Yes! (you'll be taken to an additional section),4w3 (the Aristocrat),4,4,5,4
3/30/2019 6:25,Capricorn,INTJ,Ravenclaw,Type 5 (the Investigator or Observer),Yes! (you'll be taken to an additional section),5w6 (the Problem-Solver),1,3,4,3
3/30/2019 6:26,Taurus,ENFJ,Ravenclaw,Type 8 (the Protector or Challenger),Yes! (you'll be taken to an additional section),8w9 (the Bear),3,4,4,4
3/30/2019 6:27,Libra,INFJ,Gryffindor,Type 1 (the Reformer or Perfectionist),Yes! (you'll be taken to an additional section),1w2 (the Advocate),1,4,3,4
3/30/2019 6:34,Capricorn,INFP,Gryffindor,Type 4 (the Individualist or Romantic),Yes! (you'll be taken to an additional section),4w5 (the Bohemian),2,4,4,4
3/30/2019 6:34,Gemini,ENFP,Gryffindor,Type 7 (the Enthusiast or Epicure),Nope (that's fine),,2,4,4,4
3/30/2019 6:35,Taurus,ISTJ,Slytherin,Type 5 (the Investigator or Observer),Yes! (you'll be taken to an additional section),5w4 (the Iconoclast),2,3,2,5
3/30/2019 6:37,Pisces,INFJ,Gryffindor,Type 4 (the Individualist or Romantic),Nope (that's fine),,4,5,4,1
3/30/2019 6:38,Sagittarius,INFP,Ravenclaw,Type 9 (the Peacemaker or Mediator),Nope (that's fine),,3,4,3,4
3/30/2019 6:43,Libra,ENFJ,Hufflepuff,Type 4 (the Individualist or Romantic),Yes! (you'll be taken to an additional section),4w3 (the Aristocrat),2,3,4,5
3/30/2019 6:45,Gemini,INFJ,Hufflepuff,Type 5 (the Investigator or Observer),Yes! (you'll be taken to an additional section),5w6 (the Problem-Solver),1,4,5,4
3/30/2019 6:49,Cancer,ESFJ,Gryffindor,Type 2 (the Helper or Giver),Yes! (you'll be taken to an additional section),2w1 (the Servant),3,3,3,5
3/30/2019 6:50,Cancer,INTJ,Ravenclaw,Type 6 (the Loyalist or Loyal Skeptic),Nope (that's fine),,1,2,4,3
3/30/2019 6:51,Virgo,ENFJ,Ravenclaw,Type 2 (the Helper or Giver),Yes! (you'll be taken to an additional section),2w1 (the Servant),1,4,4,3
3/30/2019 6:52,Aquarius,INFP,Ravenclaw,Type 4 (the Individualist or Romantic),Yes! (you'll be taken to an additional section),4w5 (the Bohemian),5,3,5,4
3/30/2019 6:55,Libra,INFP,Slytherin,Type 9 (the Peacemaker or Mediator),Yes! (you'll be taken to an additional section),9w1 (the Dreamer),1,3,4,5
3/30/2019 6:56,Leo,INFJ,Gryffindor,Type 4 (the Individualist or Romantic),Yes! (you'll be taken to an additional section),4w3 (the Aristocrat),1,3,4,5
3/30/2019 7:03,Libra,ENFP,Hufflepuff,Type 9 (the Peacemaker or Mediator),Yes! (you'll be taken to an additional section),9w1 (the Dreamer),1,4,4,5
3/30/2019 7:05,Taurus,INFJ,Gryffindor,Type 5 (the Investigator or Observer),Yes! (you'll be taken to an additional section),5w4 (the Iconoclast),3,5,2,4
3/30/2019 7:08,Taurus,ENTJ,Ravenclaw,Type 8 (the Protector or Challenger),Yes! (you'll be taken to an additional section),8w7 (the Independent),4,5,4,4
3/30/2019 7:09,Scorpio,ISTJ,Ravenclaw,Type 3 (the Performer or Achiever),Yes! (you'll be taken to an additional section),3w2 (the Charmer),1,4,3,5
3/30/2019 7:11,Sagittarius,ESTP,Ravenclaw,Type 7 (the Enthusiast or Epicure),Yes! (you'll be taken to an additional section),7w8 (the Realist),1,4,3,5
3/30/2019 7:13,Aquarius,INFP,Gryffindor,Type 9 (the Peacemaker or Mediator),Yes! (you'll be taken to an additional section),9w1 (the Dreamer),2,4,4,4
3/30/2019 7:16,Pisces,INFJ,Ravenclaw,Type 5 (the Investigator or Observer),Nope (that's fine),,1,1,3,3
3/30/2019 7:17,Sagittarius,ENTJ,Slytherin,Type 1 (the Reformer or Perfectionist),Yes! (you'll be taken to an additional section),1w2 (the Advocate),1,4,4,4
3/30/2019 7:18,Taurus,ENFP,Slytherin,Type 8 (the Protector or Challenger),Nope (that's fine),,1,1,3,3
3/30/2019 7:23,Aquarius,INFP,Ravenclaw,Type 4 (the Individualist or Romantic),Yes! (you'll be taken to an additional section),4w5 (the Bohemian),3,4,4,4
3/30/2019 7:27,Virgo,INFP,Hufflepuff,Type 4 (the Individualist or Romantic),Yes! (you'll be taken to an additional section),4w5 (the Bohemian),4,4,5,5
3/30/2019 7:27,Taurus,ISFJ,Ravenclaw,Type 2 (the Helper or Giver),Yes! (you'll be taken to an additional section),2w1 (the Servant),3,3,4,4
3/30/2019 7:29,Taurus,INFP,Gryffindor,Type 9 (the Peacemaker or Mediator),Yes! (you'll be taken to an additional section),9w8 (the Referee),4,4,2,5
3/30/2019 7:31,Cancer,ESFJ,Hufflepuff,Type 3 (the Performer or Achiever),Yes! (you'll be taken to an additional section),3w4 (the Professional),1,3,4,5
3/30/2019 7:32,Sagittarius,INFP,Ravenclaw,Type 4 (the Individualist or Romantic),Yes! (you'll be taken to an additional section),4w5 (the Bohemian),1,3,4,4
3/30/2019 7:33,Taurus,ISTJ,Ravenclaw,Type 5 (the Investigator or Observer),Yes! (you'll be taken to an additional section),5w4 (the Iconoclast),1,4,5,5
3/30/2019 7:35,Gemini,INFJ,Ravenclaw,Type 2 (the Helper or Giver),Yes! (you'll be taken to an additional section),2w1 (the Servant),1,4,4,5
3/30/2019 7:37,Capricorn,INFP,Hufflepuff,Type 2 (the Helper or Giver),Nope (that's fine),,3,3,5,3
3/30/2019 7:39,Aquarius,INTP,Hufflepuff,Type 5 (the Investigator or Observer),Yes! (you'll be taken to an additional section),5w4 (the Iconoclast),1,2,4,5
3/30/2019 7:41,Virgo,ENFJ,Ravenclaw,Type 1 (the Reformer or Perfectionist),Yes! (you'll be taken to an additional section),1w2 (the Advocate),3,3,4,4
3/30/2019 7:43,Aries,INFP,Gryffindor,Type 9 (the Peacemaker or Mediator),Yes! (you'll be taken to an additional section),9w1 (the Dreamer),1,4,3,5
3/30/2019 7:45,Leo,INTJ,Slytherin,Type 8 (the Protector or Challenger),Yes! (you'll be taken to an additional section),8w9 (the Bear),4,4,3,3
3/30/2019 7:52,Aquarius,ISFP,Ravenclaw,Type 9 (the Peacemaker or Mediator),Yes! (you'll be taken to an additional section),9w1 (the Dreamer),1,3,4,5
3/30/2019 7:55,Libra,ISFJ,Hufflepuff,Type 6 (the Loyalist or Loyal Skeptic),Yes! (you'll be taken to an additional section),6w7 (the Buddy),1,4,3,3
3/30/2019 7:56,Leo,INFP,Gryffindor,Type 9 (the Peacemaker or Mediator),Yes! (you'll be taken to an additional section),9w1 (the Dreamer),3,5,3,4
3/30/2019 7:57,Aquarius,INTJ,Gryffindor,Type 3 (the Performer or Achiever),Nope (that's fine),,4,4,3,5
3/30/2019 7:59,Leo,ISTJ,Ravenclaw,Type 1 (the Reformer or Perfectionist),Yes! (you'll be taken to an additional section),1w2 (the Advocate),3,5,4,4
3/30/2019 8:00,Virgo,ENTJ,Ravenclaw,Type 3 (the Performer or Achiever),Yes! (you'll be taken to an additional section),3w4 (the Professional),3,4,3,4
3/30/2019 8:01,Capricorn,INTJ,Ravenclaw,Type 5 (the Investigator or Observer),Yes! (you'll be taken to an additional section),5w6 (the Problem-Solver),2,3,1,4
3/30/2019 8:04,Gemini,ENFJ,Gryffindor,Type 7 (the Enthusiast or Epicure),Yes! (you'll be taken to an additional section),7w8 (the Realist),3,3,4,4
3/30/2019 8:06,Libra,INFP,Ravenclaw,Type 9 (the Peacemaker or Mediator),Nope (that's fine),,2,4,3,2
3/30/2019 8:06,Libra,INFJ,Hufflepuff,Type 3 (the Performer or Achiever),Yes! (you'll be taken to an additional section),3w4 (the Professional),3,3,4,3
3/30/2019 8:06,Scorpio,ENFP,Ravenclaw,Type 7 (the Enthusiast or Epicure),Nope (that's fine),,5,4,4,4
3/30/2019 8:07,Pisces,ENFJ,Hufflepuff,Type 4 (the Individualist or Romantic),Nope (that's fine),,1,3,4,4
3/30/2019 8:08,Aries,ENFP,Gryffindor,Type 6 (the Loyalist or Loyal Skeptic),Yes! (you'll be taken to an additional section),6w7 (the Buddy),3,2,4,5
3/30/2019 8:09,Taurus,ENFP,Ravenclaw,Type 7 (the Enthusiast or Epicure),Yes! (you'll be taken to an additional section),7w6 (the Entertainer),4,3,3,5
3/30/2019 8:10,Aquarius,INFJ,Ravenclaw,Type 3 (the Performer or Achiever),Yes! (you'll be taken to an additional section),3w4 (the Professional),3,4,4,3
3/30/2019 8:11,Capricorn,INFJ,Hufflepuff,Type 6 (the Loyalist or Loyal Skeptic),Nope (that's fine),,1,3,5,5
3/30/2019 8:12,Taurus,INTJ,Hufflepuff,Type 6 (the Loyalist or Loyal Skeptic),Yes! (you'll be taken to an additional section),6w5 (the Defender),3,4,2,4
3/30/2019 8:13,Gemini,INFJ,Hufflepuff,Type 1 (the Reformer or Perfectionist),Yes! (you'll be taken to an additional section),1w2 (the Advocate),1,4,2,4
3/30/2019 8:18,Virgo,INFP,Ravenclaw,Type 2 (the Helper or Giver),Yes! (you'll be taken to an additional section),2w3 (the Host / Hostess),1,3,4,4
3/30/2019 8:20,Capricorn,INFJ,Hufflepuff,Type 1 (the Reformer or Perfectionist),Yes! (you'll be taken to an additional section),1w9 (the Idealist),2,4,3,5
3/30/2019 8:22,Cancer,ENFJ,Gryffindor,Type 8 (the Protector or Challenger),Yes! (you'll be taken to an additional section),8w7 (the Independent),3,4,5,5
3/30/2019 8:23,Taurus,ENFP,Hufflepuff,Type 4 (the Individualist or Romantic),Yes! (you'll be taken to an additional section),4w5 (the Bohemian),2,4,4,5
3/30/2019 8:23,Pisces,INTJ,Hufflepuff,Type 9 (the Peacemaker or Mediator),Yes! (you'll be taken to an additional section),9w1 (the Dreamer),5,4,3,3
3/30/2019 8:23,Leo,ENFP,Gryffindor,Type 7 (the Enthusiast or Epicure),Yes! (you'll be taken to an additional section),7w8 (the Realist),1,4,4,5
3/30/2019 8:23,Virgo,INTJ,Gryffindor,Type 5 (the Investigator or Observer),Yes! (you'll be taken to an additional section),5w4 (the Iconoclast),4,3,1,3
3/30/2019 8:24,Virgo,ENFJ,Ravenclaw,Type 2 (the Helper or Giver),Yes! (you'll be taken to an additional section),2w1 (the Servant),2,3,4,3
3/30/2019 8:26,Virgo,INTJ,Ravenclaw,Type 8 (the Protector or Challenger),Nope (that's fine),,1,3,2,1
3/30/2019 8:27,Pisces,ISFP,Gryffindor,Type 9 (the Peacemaker or Mediator),Yes! (you'll be taken to an additional section),9w1 (the Dreamer),1,3,5,5
3/30/2019 8:28,Taurus,INFP,Hufflepuff,Type 9 (the Peacemaker or Mediator),Yes! (you'll be taken to an additional section),9w8 (the Referee),5,5,3,5
3/30/2019 8:31,Scorpio,ENFP,Slytherin,Type 6 (the Loyalist or Loyal Skeptic),Yes! (you'll be taken to an additional section),6w7 (the Buddy),1,4,5,4
3/30/2019 8:32,Cancer,INFJ,Ravenclaw,Type 4 (the Individualist or Romantic),Nope (that's fine),,1,3,4,3
3/30/2019 8:36,Pisces,INFJ,Hufflepuff,Type 5 (the Investigator or Observer),Nope (that's fine),,1,3,1,3
3/30/2019 8:36,Libra,INFJ,Ravenclaw,Type 9 (the Peacemaker or Mediator),Yes! (you'll be taken to an additional section),9w1 (the Dreamer),1,5,5,4
3/30/2019 8:39,Taurus,INFJ,Hufflepuff,Type 1 (the Reformer or Perfectionist),Nope (that's fine),,1,4,2,1
3/30/2019 8:40,Virgo,ISTJ,Ravenclaw,Type 1 (the Reformer or Perfectionist),Yes! (you'll be taken to an additional section),1w9 (the Idealist),3,4,5,4
3/30/2019 8:42,Leo,INFJ,Ravenclaw,Type 1 (the Reformer or Perfectionist),Yes! (you'll be taken to an additional section),1w9 (the Idealist),1,5,4,5
3/30/2019 8:44,Gemini,ENFP,Gryffindor,Type 6 (the Loyalist or Loyal Skeptic),Yes! (you'll be taken to an additional section),6w5 (the Defender),4,4,3,5
3/30/2019 8:47,Gemini,ISFP,Hufflepuff,Type 9 (the Peacemaker or Mediator),Yes! (you'll be taken to an additional section),9w1 (the Dreamer),1,3,1,3
3/30/2019 8:50,Leo,ENFJ,Slytherin,Type 3 (the Performer or Achiever),Yes! (you'll be taken to an additional section),3w4 (the Professional),5,4,5,2
3/30/2019 8:51,Libra,ISFJ,Ravenclaw,Type 5 (the Investigator or Observer),Yes! (you'll be taken to an additional section),5w6 (the Problem-Solver),2,5,4,5
3/30/2019 8:53,Aries,ESFJ,Ravenclaw,Type 1 (the Reformer or Perfectionist),Yes! (you'll be taken to an additional section),1w2 (the Advocate),2,4,2,5
3/30/2019 8:56,Aquarius,INFP,Slytherin,Type 5 (the Investigator or Observer),Yes! (you'll be taken to an additional section),5w4 (the Iconoclast),2,4,5,5
3/30/2019 8:57,Virgo,INFP,Hufflepuff,Type 9 (the Peacemaker or Mediator),Yes! (you'll be taken to an additional section),9w1 (the Dreamer),4,3,5,5
3/30/2019 8:57,Capricorn,INTJ,Gryffindor,Type 5 (the Investigator or Observer),Yes! (you'll be taken to an additional section),5w4 (the Iconoclast),2,4,4,4
3/30/2019 8:58,Capricorn,ISFJ,Hufflepuff,Type 9 (the Peacemaker or Mediator),Nope (that's fine),,1,3,4,3
3/30/2019 8:59,Leo,INTP,Ravenclaw,Type 5 (the Investigator or Observer),Nope (that's fine),,1,3,1,3
3/30/2019 8:59,Libra,ISTJ,Hufflepuff,Type 6 (the Loyalist or Loyal Skeptic),Nope (that's fine),,1,4,3,3
3/30/2019 8:59,Aries,INFJ,Hufflepuff,Type 2 (the Helper or Giver),Nope (that's fine),,1,5,3,2
3/30/2019 9:00,Aquarius,ESTJ,Gryffindor,Type 1 (the Reformer or Perfectionist),Yes! (you'll be taken to an additional section),1w2 (the Advocate),1,5,3,5
3/30/2019 9:00,Scorpio,INFJ,Slytherin,Type 6 (the Loyalist or Loyal Skeptic),Yes! (you'll be taken to an additional section),6w5 (the Defender),3,3,4,5
3/30/2019 9:06,Gemini,INTJ,Gryffindor,Type 1 (the Reformer or Perfectionist),Yes! (you'll be taken to an additional section),1w9 (the Idealist),1,3,4,3
3/30/2019 9:06,Pisces,ENFJ,Ravenclaw,Type 7 (the Enthusiast or Epicure),Yes! (you'll be taken to an additional section),7w8 (the Realist),2,4,5,5
3/30/2019 9:06,Gemini,INFJ,Hufflepuff,Type 2 (the Helper or Giver),Yes! (you'll be taken to an additional section),2w3 (the Host / Hostess),3,4,3,5
3/30/2019 9:07,Sagittarius,INFJ,Ravenclaw,Type 1 (the Reformer or Perfectionist),Nope (that's fine),,2,4,5,4
3/30/2019 9:07,Libra,INTP,Ravenclaw,Type 5 (the Investigator or Observer),Yes! (you'll be taken to an additional section),5w4 (the Iconoclast),1,3,4,4
3/30/2019 9:12,Sagittarius,INTJ,Ravenclaw,Type 5 (the Investigator or Observer),Yes! (you'll be taken to an additional section),5w6 (the Problem-Solver),3,5,5,3
3/30/2019 9:13,Pisces,INFP,Ravenclaw,Type 9 (the Peacemaker or Mediator),Nope (that's fine),,3,3,3,4
3/30/2019 9:14,Aries,ENTJ,Gryffindor,Type 3 (the Performer or Achiever),Yes! (you'll be taken to an additional section),3w4 (the Professional),2,3,3,5
3/30/2019 9:16,Virgo,ESFP,Hufflepuff,Type 7 (the Enthusiast or Epicure),Yes! (you'll be taken to an additional section),7w6 (the Entertainer),1,2,3,5
3/30/2019 9:16,Scorpio,ENTJ,Gryffindor,Type 8 (the Protector or Challenger),Yes! (you'll be taken to an additional section),8w7 (the Independent),4,4,5,5
3/30/2019 9:16,Libra,ISTJ,Ravenclaw,Type 6 (the Loyalist or Loyal Skeptic),Nope (that's fine),,1,4,5,5
3/30/2019 9:17,Leo,INFJ,Gryffindor,Type 6 (the Loyalist or Loyal Skeptic),Yes! (you'll be taken to an additional section),6w7 (the Buddy),3,4,4,5
3/30/2019 9:18,Aquarius,INTJ,Slytherin,Type 5 (the Investigator or Observer),Yes! (you'll be taken to an additional section),5w4 (the Iconoclast),1,3,3,2
3/30/2019 9:22,Virgo,INFP,Ravenclaw,Type 4 (the Individualist or Romantic),Nope (that's fine),,2,3,4,3
3/30/2019 9:23,Pisces,INFJ,Ravenclaw,Type 4 (the Individualist or Romantic),Yes! (you'll be taken to an additional section),4w5 (the Bohemian),5,4,4,4
3/30/2019 9:24,Cancer,INTJ,Ravenclaw,Type 4 (the Individualist or Romantic),Nope (that's fine),,3,3,3,5
3/30/2019 9:25,Leo,INTP,Hufflepuff,Type 1 (the Reformer or Perfectionist),Yes! (you'll be taken to an additional section),1w2 (the Advocate),2,5,2,5
3/30/2019 9:33,Pisces,ENFP,Gryffindor,Type 7 (the Enthusiast or Epicure),Yes! (you'll be taken to an additional section),7w6 (the Entertainer),1,4,5,5
3/30/2019 9:34,Scorpio,INTP,Slytherin,Type 6 (the Loyalist or Loyal Skeptic),Yes! (you'll be taken to an additional section),6w5 (the Defender),3,3,5,4
3/30/2019 9:39,Aquarius,ENFP,Gryffindor,Type 4 (the Individualist or Romantic),Yes! (you'll be taken to an additional section),4w3 (the Aristocrat),2,5,4,5
3/30/2019 9:40,Virgo,ENFJ,Ravenclaw,Type 2 (the Helper or Giver),Yes! (you'll be taken to an additional section),2w3 (the Host / Hostess),2,4,3,4
3/30/2019 9:40,Taurus,ENFP,Ravenclaw,Type 1 (the Reformer or Perfectionist),Yes! (you'll be taken to an additional section),1w9 (the Idealist),1,2,3,5
3/30/2019 9:41,Aries,ENFJ,Gryffindor,Type 3 (the Performer or Achiever),Yes! (you'll be taken to an additional section),3w2 (the Charmer),2,4,4,4
3/30/2019 9:42,Aries,INFJ,Ravenclaw,Type 1 (the Reformer or Perfectionist),Nope (that's fine),,1,4,4,4
3/30/2019 9:44,Cancer,ENFP,Slytherin,Type 8 (the Protector or Challenger),Yes! (you'll be taken to an additional section),8w9 (the Bear),4,5,3,5
3/30/2019 9:46,Gemini,INFJ,Slytherin,Type 5 (the Investigator or Observer),Yes! (you'll be taken to an additional section),5w6 (the Problem-Solver),5,3,3,4
3/30/2019 9:46,Pisces,INTJ,Hufflepuff,Type 5 (the Investigator or Observer),Nope (that's fine),,1,4,2,3
3/30/2019 9:46,Capricorn,INTJ,Ravenclaw,Type 5 (the Investigator or Observer),Yes! (you'll be taken to an additional section),5w4 (the Iconoclast),1,4,1,4
3/30/2019 9:46,Taurus,INFJ,Ravenclaw,Type 6 (the Loyalist or Loyal Skeptic),Yes! (you'll be taken to an additional section),6w5 (the Defender),2,3,2,3
3/30/2019 9:47,Aries,INFJ,Gryffindor,Type 4 (the Individualist or Romantic),Yes! (you'll be taken to an additional section),4w5 (the Bohemian),3,5,1,5
3/30/2019 9:50,Taurus,INFP,Ravenclaw,Type 4 (the Individualist or Romantic),Yes! (you'll be taken to an additional section),4w5 (the Bohemian),5,5,1,5
3/30/2019 9:50,Aquarius,INFJ,Hufflepuff,Type 3 (the Performer or Achiever),Yes! (you'll be taken to an additional section),3w2 (the Charmer),3,4,4,4
3/30/2019 9:56,Leo,INFJ,Ravenclaw,Type 2 (the Helper or Giver),Nope (that's fine),,2,4,5,4
3/30/2019 9:57,Pisces,ENFJ,Ravenclaw,Type 1 (the Reformer or Perfectionist),Yes! (you'll be taken to an additional section),1w2 (the Advocate),3,2,4,5
3/30/2019 10:02,Virgo,INTJ,Ravenclaw,Type 8 (the Protector or Challenger),Nope (that's fine),,3,4,4,3
3/30/2019 10:03,Sagittarius,ISFJ,Ravenclaw,Type 5 (the Investigator or Observer),Nope (that's fine),,3,4,5,4
3/30/2019 10:04,Sagittarius,ENFJ,Slytherin,Type 8 (the Protector or Challenger),Yes! (you'll be taken to an additional section),8w9 (the Bear),3,4,3,5
3/30/2019 10:06,Libra,ESFJ,Ravenclaw,Type 1 (the Reformer or Perfectionist),Nope (that's fine),,4,3,4,4
3/30/2019 10:06,Scorpio,INFJ,Gryffindor,Type 2 (the Helper or Giver),Yes! (you'll be taken to an additional section),2w1 (the Servant),2,5,1,4
3/30/2019 10:07,Cancer,ESFJ,Hufflepuff,Type 2 (the Helper or Giver),Yes! (you'll be taken to an additional section),2w3 (the Host / Hostess),3,5,4,4
3/30/2019 10:08,Aries,ISTJ,Gryffindor,Type 6 (the Loyalist or Loyal Skeptic),Nope (that's fine),,1,3,5,2
3/30/2019 10:10,Aries,ENFJ,Ravenclaw,Type 1 (the Reformer or Perfectionist),Nope (that's fine),,1,3,4,2
3/30/2019 10:16,Pisces,INFJ,Ravenclaw,Type 2 (the Helper or Giver),Nope (that's fine),,1,3,5,2
3/30/2019 10:16,Cancer,ENFP,Slytherin,Type 8 (the Protector or Challenger),Yes! (you'll be taken to an additional section),8w9 (the Bear),5,5,3,4
3/30/2019 10:17,Gemini,INFJ,Ravenclaw,Type 1 (the Reformer or Perfectionist),Nope (that's fine),,3,5,3,3
